timestamp_utc,price,rsi_15m,rsi_1h,rsi_1d,rsi_1w,funding_latest,open_interest,price_vs_oi,regime,bias,breakout_risk,flush_risk,support_state,watcher_verdict
2026-03-14T10:48:38.453818+00:00,70524.0,41.442375002777055,41.28957324150488,52.15892894362387,33.43068225981004,-3.988e-05,84796.177,price_up_oi_down_short_covering,bullish_compression,neutral_bullish,medium,medium,holding_primary_support,balanced; wait for confirmation at key levels
2026-03-14T10:54:28.984604+00:00,70555.56,43.131668541035715,41.935619665873574,52.24335084226631,33.4711144270084,-3.988e-05,84798.824,price_up_oi_down_short_covering,bullish_compression,neutral_bullish,medium,medium,holding_primary_support,balanced; wait for confirmation at key levels
2026-03-14T10:59:35.208529+00:00,70549.6,42.820157180854935,41.81470722760391,52.227365412445515,33.46348271023274,-3.988e-05,84782.962,price_up_oi_down_short_covering,bullish_compression,neutral_bullish,medium,medium,holding_primary_support,balanced; wait for confirmation at key levels
2026-03-14T11:04:39.130357+00:00,70636.43,47.27392131255887,43.624988857999355,52.4608315691622,33.574494831969446,-3.988e-05,84771.89,price_up_oi_down_short_covering,bullish_compression,neutral_bullish,medium,medium,holding_primary_support,balanced; wait for confirmation at key levels
2026-03-14T11:09:40.451093+00:00,70671.98,48.93091932781686,44.346273817027296,52.557020779315806,33.61983868760153,-3.988e-05,84752.825,price_up_oi_down_short_covering,bullish_compression,neutral_bullish,medium,medium,holding_primary_support,balanced; wait for confirmation at key levels
2026-03-14T11:14:49.128917+00:00,70665.52,48.637604038001605,44.21678152663104,52.5395425438896,33.6116163409109,-3.988e-05,84783.514,price_up_oi_down_short_covering,bullish_compression,neutral_bullish,medium,medium,holding_primary_support,balanced; wait for confirmation at key levels
2026-03-14T11:20:33.292698+00:00,70677.58,49.223890429179775,44.45821463935545,52.57223223799675,33.62698856111315,-3.988e-05,84758.329,price_up_oi_down_short_covering,bullish_compression,neutral_bullish,medium,medium,holding_primary_support,balanced; wait for confirmation at key levels
2026-03-14T11:25:38.485897+00:00,70665.58,48.64051941775805,44.21778766031731,52.539677989377594,33.61168008786653,-3.988e-05,84761.001,price_up_oi_down_short_covering,bullish_compression,neutral_bullish,medium,medium,holding_primary_support,balanced; wait for confirmation at key levels
2026-03-14T11:26:20.975654+00:00,70688.01,49.720277154870324,44.66550850514254,52.60050934207252,33.64026463187268,-3.988e-05,84760.797,price_up_oi_down_short_covering,bullish_compression,neutral_bullish,medium,medium,holding_primary_support,balanced; wait for confirmation at key levels
2026-03-14T11:31:39.412779+00:00,70636.35,47.223355225174856,43.62334462894565,52.46061550666904,33.57439272249104,-3.988e-05,84757.613,price_down_oi_down_long_unwind,bullish_compression,neutral_bullish,medium,medium,holding_primary_support,balanced; wait for confirmation at key levels
2026-03-14T11:33:57.619416+00:00,70654.31,48.08799101182245,43.99008350346239,52.509166227303005,33.59730842737872,-3.988e-05,84752.526,price_down_oi_down_long_unwind,bullish_compression,neutral_bullish,medium,medium,holding_primary_support,balanced; wait for confirmation at key levels
2026-03-14T11:39:38.529341+00:00,70690.76,49.94690612264863,44.71990660981545,52.607977183552514,33.6437675076066,-3.988e-05,84736.256,price_up_oi_down_short_covering,bullish_compression,neutral_bullish,medium,medium,holding_primary_support,balanced; wait for confirmation at key levels
2026-03-14T11:44:55.822074+00:00,70690.77,49.94740741966183,44.720104225935046,52.60800434320914,33.64379298171194,-3.988e-05,84755.709,price_up_oi_down_short_covering,bullish_compression,neutral_bullish,medium,medium,holding_primary_support,balanced; wait for confirmation at key levels
2026-03-14T11:50:09.994179+00:00,70729.45,51.94123333075338,45.4740554689683,52.71326815185556,33.693010612772824,-3.988e-05,84720.436,price_up_oi_down_short_covering,bullish_compression,neutral_bullish,medium,medium,holding_primary_support,balanced; wait for confirmation at key levels
2026-03-14T11:55:20.643764+00:00,70730.21,51.979028774494836,45.488663443515165,52.71534063685708,33.67119179076947,-3.988e-05,84672.202,price_up_oi_down_short_covering,bullish_compression,neutral_bullish,medium,medium,holding_primary_support,balanced; wait for confirmation at key levels
2026-03-14T12:00:38.759717+00:00,70758.24,53.35723386493257,46.031897097231614,52.791891162823994,33.729605987498786,-3.988e-05,84665.563,price_up_oi_down_short_covering,bullish_compression,neutral_bullish,medium,medium,holding_primary_support,balanced; wait for confirmation at key levels
2026-03-14T12:05:46.679561+00:00,70787.68,54.79765681092842,46.62251166954926,52.87253217679497,33.76698583707315,-3.988e-05,84683.233,price_up_oi_down_short_covering,bullish_compression,neutral_bullish,medium,medium,holding_primary_support,balanced; wait for confirmation at key levels
2026-03-14T12:11:09.368345+00:00,70734.32,52.03997393179425,45.599389613128594,52.726551241810604,33.69920377827789,-3.988e-05,84617.722,price_down_oi_down_long_unwind,bullish_compression,neutral_bullish,medium,medium,holding_primary_support,balanced; wait for confirmation at key levels
2026-03-14T12:16:38.492356+00:00,70736.89,52.0341267911176,45.64330772989309,52.733563702744505,33.70247157382693,-3.988e-05,84621.544,price_down_oi_down_long_unwind,bullish_compression,neutral_bullish,medium,medium,holding_primary_support,balanced; wait for confirmation at key levels
2026-03-14T12:21:58.545766+00:00,70742.36,52.35757903735861,45.73689372546648,52.74846796414452,33.709412980949864,-3.988e-05,84603.057,price_down_oi_down_long_unwind,bullish_compression,neutral_bullish,medium,medium,holding_primary_support,balanced; wait for confirmation at key levels
2026-03-14T12:27:38.903112+00:00,70742.34,52.356389072170685,45.73672197174837,52.74844065926148,33.70940026907864,-3.988e-05,84609.367,price_down_oi_down_long_unwind,bullish_compression,neutral_bullish,medium,medium,holding_primary_support,balanced; wait for confirmation at key levels
2026-03-14T12:33:04.720216+00:00,70724.94,51.35407306913852,45.43981167950941,52.700972941547384,33.68727422630357,-3.988e-05,84628.826,price_up_oi_down_short_covering,bullish_compression,neutral_bullish,medium,medium,holding_primary_support,balanced; wait for confirmation at key levels
2026-03-14T12:38:19.516144+00:00,70640.4,46.65274898418839,44.050265105515734,52.47155590642788,33.57956162053421,-3.988e-05,84555.11,price_down_oi_down_long_unwind,bullish_compression,neutral_bullish,medium,medium,holding_primary_support,balanced; wait for confirmation at key levels
2026-03-14T12:43:38.453686+00:00,70659.75,47.65837651228365,44.36088446692983,52.52388975057639,33.60424636769217,-3.988e-05,84556.777,price_down_oi_down_long_unwind,bullish_compression,neutral_bullish,medium,medium,holding_primary_support,balanced; wait for confirmation at key levels
2026-03-14T12:49:08.672045+00:00,70731.99,51.83380658869797,45.559816207719905,52.720222528401486,33.696253585003134,-3.988e-05,84625.796,price_up_oi_down_short_covering,bullish_compression,neutral_bullish,medium,medium,holding_primary_support,balanced; wait for confirmation at key levels
2026-03-14T12:54:39.270162+00:00,70748.94,52.67121213651708,45.85036064980218,52.74508237421216,33.70784938421069,-3.988e-05,84549.675,price_up_oi_down_short_covering,bullish_compression,neutral_bullish,medium,medium,holding_primary_support,balanced; wait for confirmation at key levels
2026-03-14T13:00:38.745837+00:00,70731.6,51.46207218032167,45.585263051496135,52.71915879901369,33.695757621562905,-3.988e-05,84508.518,price_down_oi_down_long_unwind,bullish_compression,neutral_bullish,medium,medium,holding_primary_support,balanced; wait for confirmation at key levels
2026-03-14T13:05:46.101414+00:00,70745.13,52.17977960643724,45.829169565003944,52.75605981805531,33.71293398157421,-3.988e-05,84500.219,price_down_oi_down_long_unwind,bullish_compression,neutral_bullish,medium,medium,holding_primary_support,balanced; wait for confirmation at key levels
2026-03-14T13:11:18.701390+00:00,70747.19,52.29081335220044,45.86674383023641,52.76171416481151,33.715577663969185,-3.988e-05,84478.362,price_down_oi_down_long_unwind,bullish_compression,neutral_bullish,medium,medium,holding_primary_support,balanced; wait for confirmation at key levels
2026-03-14T13:16:20.239918+00:00,70805.7,55.25438314808056,47.01547739799914,52.92198610585143,33.789832279975656,-3.988e-05,84526.785,price_up_oi_down_short_covering,bullish_compression,bullish,medium,medium,holding_primary_support,constructive under resistance; favor long only on acceptance
2026-03-14T13:21:38.929207+00:00,70900.88,59.35297972106753,48.94645132968342,53.18488630441523,33.91031084027202,-3.988e-05,84450.041,price_up_oi_down_short_covering,bullish_compression,bullish,medium,medium,holding_primary_support,constructive under resistance; favor long only on acceptance
2026-03-14T13:26:48.595805+00:00,70889.19,58.89049678621532,48.63551138045495,53.141091591839924,33.89035425001319,-3.988e-05,84459.556,price_up_oi_down_short_covering,bullish_compression,bullish,medium,medium,holding_primary_support,constructive under resistance; favor long only on acceptance
2026-03-14T13:31:51.487107+00:00,70885.09,57.84218559375047,48.635709250482414,53.141091591839924,33.89035425001319,-3.988e-05,84495.151,price_down_oi_down_long_unwind,bullish_compression,bullish,medium,medium,holding_primary_support,constructive under resistance; favor long only on acceptance
2026-03-14T13:36:53.345810+00:00,70882.5,57.6980568609944,48.58460819138257,53.1339426286038,33.88709230627927,-3.988e-05,84503.307,price_down_oi_down_long_unwind,bullish_compression,bullish,medium,medium,holding_primary_support,constructive under resistance; favor long only on acceptance
2026-03-14T13:41:58.565046+00:00,70882.49,57.69750177135889,48.584409927446536,53.13391492318609,33.887079662460266,-3.988e-05,84508.131,price_down_oi_down_long_unwind,bullish_compression,bullish,medium,medium,holding_primary_support,constructive under resistance; favor long only on acceptance
2026-03-14T13:47:16.457917+00:00,70820.36,54.26298604083362,47.3221468151903,52.96230957273392,33.80841747377674,-3.988e-05,84488.904,price_down_oi_down_long_unwind,bullish_compression,neutral_bullish,medium,medium,holding_primary_support,balanced; wait for confirmation at key levels
2026-03-14T13:52:18.585894+00:00,70811.56,53.80165613272652,47.13857264307346,52.93812462313708,33.79727521667172,-3.988e-05,84453.303,price_down_oi_down_long_unwind,bullish_compression,neutral_bullish,medium,medium,holding_primary_support,balanced; wait for confirmation at key levels
2026-03-14T13:57:19.115559+00:00,70856.78,56.25948452341541,48.06956718718474,53.06277969425721,33.85456906234954,-3.988e-05,84455.463,price_down_oi_down_long_unwind,bullish_compression,bullish,medium,medium,holding_primary_support,constructive under resistance; favor long only on acceptance
2026-03-14T14:02:39.144956+00:00,70887.02,57.54366671032309,48.79090112666586,53.15387030533111,33.89616932019264,-3.988e-05,84581.747,price_up_oi_down_short_covering,bullish_compression,bullish,medium,medium,holding_primary_support,constructive under resistance; favor long only on acceptance
2026-03-14T14:07:48.624027+00:00,70916.71,58.807640857099315,49.21436752982964,53.20982520179335,33.9216550663771,-3.988e-05,84560.666,price_up_oi_down_short_covering,bullish_compression,bullish,medium,medium,holding_primary_support,constructive under resistance; favor long only on acceptance
2026-03-14T14:13:19.253496+00:00,70792.25,52.60487759113472,46.792736001937975,52.88507225532982,33.77278456705491,-3.988e-05,84559.238,price_down_oi_down_long_unwind,bullish_compression,neutral_bullish,medium,medium,holding_primary_support,balanced; wait for confirmation at key levels
2026-03-14T14:18:19.065192+00:00,70767.7,51.34571093560119,46.32482118238913,52.817776827301046,33.74162191118015,-3.988e-05,84505.615,price_up_oi_down_short_covering,bullish_compression,neutral_bullish,medium,medium,holding_primary_support,balanced; wait for confirmation at key levels
2026-03-14T14:23:39.222216+00:00,70794.61,52.64944563666618,46.83821531473707,52.89155042393223,33.77579138608188,-3.988e-05,84505.062,price_up_oi_down_short_covering,bullish_compression,neutral_bullish,medium,medium,holding_primary_support,balanced; wait for confirmation at key levels
2026-03-14T14:28:40.700367+00:00,70815.22,53.60166022129152,47.239177829883836,52.94819212265488,33.80191511054123,-3.988e-05,84513.372,price_up_oi_down_short_covering,bullish_compression,neutral_bullish,medium,medium,holding_primary_support,balanced; wait for confirmation at key levels
2026-03-14T14:33:48.554646+00:00,70762.09,50.72281644873029,46.21901917569513,52.80239560307142,33.734484012619404,-3.988e-05,84513.195,price_down_oi_down_long_unwind,bullish_compression,neutral_bullish,medium,medium,holding_primary_support,balanced; wait for confirmation at key levels
2026-03-14T14:38:49.717048+00:00,70752.24,50.238707324956636,46.03511710987569,52.775486339459356,33.721982635329084,-3.988e-05,84503.298,price_down_oi_down_long_unwind,bullish_compression,neutral_bullish,medium,medium,holding_primary_support,balanced; wait for confirmation at key levels
2026-03-14T14:43:50.466378+00:00,70685.85,47.202237752377776,44.830216347662535,52.59464517852059,33.63750028341241,-3.988e-05,84497.079,price_down_oi_down_long_unwind,bullish_compression,neutral_bullish,medium,medium,holding_primary_support,balanced; wait for confirmation at key levels
2026-03-14T14:48:52.001553+00:00,70641.86,45.81059079880471,44.066112047419715,52.475473949069574,33.58142477911038,-3.988e-05,84388.604,price_up_oi_down_short_covering,bullish_compression,neutral_bullish,medium,medium,holding_primary_support,balanced; wait for confirmation at key levels
2026-03-14T14:54:30.162258+00:00,70667.28,46.99703474737793,44.504273561495204,52.544256457620556,33.613834662970774,-3.988e-05,84398.537,price_up_oi_down_short_covering,bullish_compression,neutral_bullish,medium,medium,holding_primary_support,balanced; wait for confirmation at key levels
